family,kernel,size,threads,variant,median_runtime_sec,median_wall_time_sec,all_runtimes_sec,last_output
polybench_style,syr2k,standard,2,optimized,0.018568,0.021587848663330078,0.018528;0.018568;0.019544,"kernel=syr2k,size=standard,n=512,threads=2,runtime_sec=0.019544"
polybench_style,syr2k,standard,4,baseline,0.013569,0.01647639274597168,0.013569;0.014281;0.013489,"kernel=syr2k,size=standard,n=512,threads=4,runtime_sec=0.013489"
polybench_style,syr2k,standard,4,optimized,0.013339,0.015430450439453125,0.013341;0.013339;0.012638,"kernel=syr2k,size=standard,n=512,threads=4,runtime_sec=0.012638"
polybench_style,syr2k,standard,8,baseline,0.007565,0.010719776153564453,0.008072;0.007565;0.006906,"kernel=syr2k,size=standard,n=512,threads=8,runtime_sec=0.006906"
polybench_style,syr2k,standard,8,optimized,0.006886,0.010516881942749023,0.006886;0.006461;0.006965,"kernel=syr2k,size=standard,n=512,threads=8,runtime_sec=0.006965"
polybench_style,syr2k,standard,16,baseline,0.004787,0.009055376052856445,0.004812;0.004787;0.004783,"kernel=syr2k,size=standard,n=512,threads=16,runtime_sec=0.004783"
polybench_style,syr2k,standard,16,optimized,0.003992,0.008349418640136719,0.003992;0.004275;0.00396,"kernel=syr2k,size=standard,n=512,threads=16,runtime_sec=0.003960"
polybench_style,syr2k,large,1,baseline,0.046062,0.05080008506774902,0.047106;0.046062;0.045864,"kernel=syr2k,size=large,n=768,threads=1,runtime_sec=0.045864"
polybench_style,syr2k,large,1,optimized,0.045414,0.0498812198638916,0.043897;0.045414;0.046142,"kernel=syr2k,size=large,n=768,threads=1,runtime_sec=0.046142"
polybench_style,syr2k,large,2,baseline,0.040142,0.043158531188964844,0.040292;0.023546;0.040142,"kernel=syr2k,size=large,n=768,threads=2,runtime_sec=0.040142"
polybench_style,syr2k,large,2,optimized,0.041064,0.044690847396850586,0.042256;0.040012;0.041064,"kernel=syr2k,size=large,n=768,threads=2,runtime_sec=0.041064"
polybench_style,syr2k,large,4,baseline,0.03187,0.03523993492126465,0.03308;0.031668;0.03187,"kernel=syr2k,size=large,n=768,threads=4,runtime_sec=0.031870"
polybench_style,syr2k,large,4,optimized,0.025383,0.02784895896911621,0.029363;0.024142;0.025383,"kernel=syr2k,size=large,n=768,threads=4,runtime_sec=0.025383"
polybench_style,syr2k,large,8,baseline,0.018362,0.021363019943237305,0.02113;0.015232;0.018362,"kernel=syr2k,size=large,n=768,threads=8,runtime_sec=0.018362"
polybench_style,syr2k,large,8,optimized,0.016775,0.019415616989135742,0.014237;0.016775;0.017929,"kernel=syr2k,size=large,n=768,threads=8,runtime_sec=0.017929"
polybench_style,syr2k,large,16,baseline,0.012075,0.015356779098510742,0.013875;0.012075;0.011536,"kernel=syr2k,size=large,n=768,threads=16,runtime_sec=0.011536"
polybench_style,syr2k,large,16,optimized,0.009948,0.01432943344116211,0.006261;0.009948;0.014177,"kernel=syr2k,size=large,n=768,threads=16,runtime_sec=0.014177"
polybench_style,atax,small,1,baseline,3.9e-05,0.0012900829315185547,3.8e-05;7e-05;3.9e-05,"kernel=atax,size=small,n=256,threads=1,runtime_sec=0.000039"
polybench_style,atax,small,1,optimized,6.8e-05,0.0015861988067626953,4.1e-05;6.8e-05;9.5e-05,"kernel=atax,size=small,n=256,threads=1,runtime_sec=0.000095"
polybench_style,atax,small,2,baseline,3.6e-05,0.0015022754669189453,3.1e-05;3.6e-05;5.2e-05,"kernel=atax,size=small,n=256,threads=2,runtime_sec=0.000052"
polybench_style,atax,small,2,optimized,5.6e-05,0.0017557144165039062,5.6e-05;3.6e-05;6.8e-05,"kernel=atax,size=small,n=256,threads=2,runtime_sec=0.000068"
polybench_style,atax,small,4,baseline,4.4e-05,0.001988649368286133,4.3e-05;4.6e-05;4.4e-05,"kernel=atax,size=small,n=256,threads=4,runtime_sec=0.000044"
polybench_style,atax,small,4,optimized,5e-05,0.002317190170288086,5.4e-05;5e-05;4.2e-05,"kernel=atax,size=small,n=256,threads=4,runtime_sec=0.000042"
polybench_style,atax,small,8,baseline,8e-05,0.0032806396484375,8.4e-05;8e-05;7.1e-05,"kernel=atax,size=small,n=256,threads=8,runtime_sec=0.000071"
polybench_style,atax,small,8,optimized,7.5e-05,0.0032219886779785156,5.6e-05;7.5e-05;8.9e-05,"kernel=atax,size=small,n=256,threads=8,runtime_sec=0.000089"
polybench_style,atax,small,16,baseline,0.000112,0.004039764404296875,0.000112;0.000122;0.000107,"kernel=atax,size=small,n=256,threads=16,runtime_sec=0.000107"
polybench_style,atax,small,16,optimized,0.000113,0.004004478454589844,0.000121;0.000113;0.000111,"kernel=atax,size=small,n=256,threads=16,runtime_sec=0.000111"
polybench_style,atax,standard,1,baseline,0.000508,0.004105567932128906,0.000508;0.000517;0.000507,"kernel=atax,size=standard,n=512,threads=1,runtime_sec=0.000507"
polybench_style,atax,standard,1,optimized,0.000481,0.003962278366088867,0.00048;0.000481;0.00049,"kernel=atax,size=standard,n=512,threads=1,runtime_sec=0.000490"
polybench_style,atax,standard,2,baseline,0.000295,0.003650665283203125,0.000295;0.000298;0.000292,"kernel=atax,size=standard,n=512,threads=2,runtime_sec=0.000292"
polybench_style,atax,standard,2,optimized,0.000276,0.003622293472290039,0.000274;0.000276;0.000279,"kernel=atax,size=standard,n=512,threads=2,runtime_sec=0.000279"
polybench_style,atax,standard,4,baseline,0.000212,0.003343820571899414,0.000167;0.000215;0.000212,"kernel=atax,size=standard,n=512,threads=4,runtime_sec=0.000212"
