family,kernel,size,threads,variant,median_runtime_sec,median_wall_time_sec,all_runtimes_sec,last_output
polybench_style,atax,standard,4,optimized,0.000163,0.0033419132232666016,0.000169;0.000162;0.000163,"kernel=atax,size=standard,n=512,threads=4,runtime_sec=0.000163"
polybench_style,atax,standard,8,baseline,0.000157,0.0036687850952148438,0.000155;0.000164;0.000157,"kernel=atax,size=standard,n=512,threads=8,runtime_sec=0.000157"
polybench_style,atax,standard,8,optimized,0.000137,0.003612041473388672,0.000133;0.000137;0.00016,"kernel=atax,size=standard,n=512,threads=8,runtime_sec=0.000160"
polybench_style,atax,standard,16,baseline,0.000142,0.004359006881713867,0.000142;0.000127;0.000167,"kernel=atax,size=standard,n=512,threads=16,runtime_sec=0.000167"
polybench_style,atax,standard,16,optimized,0.000165,0.0044062137603759766,0.000165;0.000172;0.000161,"kernel=atax,size=standard,n=512,threads=16,runtime_sec=0.000161"
polybench_style,atax,large,1,baseline,0.001172,0.006333112716674805,0.001173;0.001171;0.001172,"kernel=atax,size=large,n=768,threads=1,runtime_sec=0.001172"
polybench_style,atax,large,1,optimized,0.001127,0.0059053897857666016,0.001126;0.00113;0.001127,"kernel=atax,size=large,n=768,threads=1,runtime_sec=0.001127"
polybench_style,atax,large,2,baseline,0.000643,0.004773139953613281,0.000661;0.000643;0.000643,"kernel=atax,size=large,n=768,threads=2,runtime_sec=0.000643"
polybench_style,atax,large,2,optimized,0.000621,0.004624128341674805,0.000621;0.000618;0.000624,"kernel=atax,size=large,n=768,threads=2,runtime_sec=0.000624"
polybench_style,atax,large,4,baseline,0.000378,0.004029273986816406,0.000368;0.000385;0.000378,"kernel=atax,size=large,n=768,threads=4,runtime_sec=0.000378"
polybench_style,atax,large,4,optimized,0.000359,0.004056215286254883,0.000359;0.000362;0.000346,"kernel=atax,size=large,n=768,threads=4,runtime_sec=0.000346"
polybench_style,atax,large,8,baseline,0.000435,0.004252433776855469,0.000435;0.00046;0.000403,"kernel=atax,size=large,n=768,threads=8,runtime_sec=0.000403"
polybench_style,atax,large,8,optimized,0.00037,0.0042188167572021484,0.000372;0.00034;0.00037,"kernel=atax,size=large,n=768,threads=8,runtime_sec=0.000370"
polybench_style,atax,large,16,baseline,0.00044,0.004918575286865234,0.000445;0.00044;0.000411,"kernel=atax,size=large,n=768,threads=16,runtime_sec=0.000411"
polybench_style,atax,large,16,optimized,0.000391,0.004898548126220703,0.000391;0.000385;0.000403,"kernel=atax,size=large,n=768,threads=16,runtime_sec=0.000403"
polybench_style,bicg,small,1,baseline,0.000126,0.0029020309448242188,0.000126;0.000126;0.00013,"kernel=bicg,size=small,n=256,threads=1,runtime_sec=0.000130"
polybench_style,bicg,small,1,optimized,0.000114,0.0028078556060791016,0.000114;0.000113;0.000114,"kernel=bicg,size=small,n=256,threads=1,runtime_sec=0.000114"
polybench_style,bicg,small,2,baseline,7.4e-05,0.002811908721923828,7.4e-05;7.6e-05;7.2e-05,"kernel=bicg,size=small,n=256,threads=2,runtime_sec=0.000072"
polybench_style,bicg,small,2,optimized,7.2e-05,0.002846240997314453,7.2e-05;0.000127;7.2e-05,"kernel=bicg,size=small,n=256,threads=2,runtime_sec=0.000072"
polybench_style,bicg,small,4,baseline,5.3e-05,0.002948760986328125,5.3e-05;5.6e-05;5.2e-05,"kernel=bicg,size=small,n=256,threads=4,runtime_sec=0.000052"
polybench_style,bicg,small,4,optimized,5e-05,0.002964496612548828,5.1e-05;4.6e-05;5e-05,"kernel=bicg,size=small,n=256,threads=4,runtime_sec=0.000050"
polybench_style,bicg,small,8,baseline,9.6e-05,0.0032286643981933594,0.000116;8.5e-05;9.6e-05,"kernel=bicg,size=small,n=256,threads=8,runtime_sec=0.000096"
polybench_style,bicg,small,8,optimized,7.6e-05,0.0033388137817382812,8e-05;7.3e-05;7.6e-05,"kernel=bicg,size=small,n=256,threads=8,runtime_sec=0.000076"
polybench_style,bicg,small,16,baseline,0.000122,0.0041005611419677734,0.000122;0.000116;0.000125,"kernel=bicg,size=small,n=256,threads=16,runtime_sec=0.000125"
polybench_style,bicg,small,16,optimized,0.000118,0.0040378570556640625,0.000115;0.000118;0.000122,"kernel=bicg,size=small,n=256,threads=16,runtime_sec=0.000122"
polybench_style,bicg,standard,1,baseline,0.000508,0.004163503646850586,0.000509;0.000508;0.000508,"kernel=bicg,size=standard,n=512,threads=1,runtime_sec=0.000508"
polybench_style,bicg,standard,1,optimized,0.00048,0.003975629806518555,0.000479;0.00048;0.000481,"kernel=bicg,size=standard,n=512,threads=1,runtime_sec=0.000481"
polybench_style,bicg,standard,2,baseline,0.000291,0.003579378128051758,0.000294;0.000289;0.000291,"kernel=bicg,size=standard,n=512,threads=2,runtime_sec=0.000291"
polybench_style,bicg,standard,2,optimized,0.000275,0.003492593765258789,0.000275;0.000274;0.000282,"kernel=bicg,size=standard,n=512,threads=2,runtime_sec=0.000282"
polybench_style,bicg,standard,4,baseline,0.00021,0.0034394264221191406,0.000216;0.000175;0.00021,"kernel=bicg,size=standard,n=512,threads=4,runtime_sec=0.000210"
polybench_style,bicg,standard,4,optimized,0.000166,0.0033419132232666016,0.000166;0.000164;0.000186,"kernel=bicg,size=standard,n=512,threads=4,runtime_sec=0.000186"
polybench_style,bicg,standard,8,baseline,0.000137,0.003574848175048828,0.000151;0.000137;0.00013,"kernel=bicg,size=standard,n=512,threads=8,runtime_sec=0.000130"
polybench_style,bicg,standard,8,optimized,0.000154,0.003660440444946289,0.000154;0.000144;0.00016,"kernel=bicg,size=standard,n=512,threads=8,runtime_sec=0.000160"
polybench_style,bicg,standard,16,baseline,0.000172,0.004344463348388672,0.000166;0.00019;0.000172,"kernel=bicg,size=standard,n=512,threads=16,runtime_sec=0.000172"
polybench_style,bicg,standard,16,optimized,0.000166,0.004243135452270508,0.000166;0.000153;0.000174,"kernel=bicg,size=standard,n=512,threads=16,runtime_sec=0.000174"
polybench_style,bicg,large,1,baseline,0.001173,0.006273746490478516,0.001173;0.001188;0.001172,"kernel=bicg,size=large,n=768,threads=1,runtime_sec=0.001172"
polybench_style,bicg,large,1,optimized,0.001148,0.006119489669799805,0.001154;0.001125;0.001148,"kernel=bicg,size=large,n=768,threads=1,runtime_sec=0.001148"
polybench_style,bicg,large,2,baseline,0.000647,0.00474858283996582,0.000647;0.000645;0.000647,"kernel=bicg,size=large,n=768,threads=2,runtime_sec=0.000647"
polybench_style,bicg,large,2,optimized,0.000628,0.004690408706665039,0.000639;0.000628;0.000621,"kernel=bicg,size=large,n=768,threads=2,runtime_sec=0.000621"
polybench_style,bicg,large,4,baseline,0.000381,0.00409388542175293,0.000387;0.000381;0.000358,"kernel=bicg,size=large,n=768,threads=4,runtime_sec=0.000358"
polybench_style,bicg,large,4,optimized,0.000357,0.004026651382446289,0.000372;0.000347;0.000357,"kernel=bicg,size=large,n=768,threads=4,runtime_sec=0.000357"
polybench_style,bicg,large,8,baseline,0.000389,0.004161834716796875,0.000389;0.000319;0.000491,"kernel=bicg,size=large,n=768,threads=8,runtime_sec=0.000491"
polybench_style,bicg,large,8,optimized,0.000365,0.00414276123046875,0.00036;0.00038;0.000365,"kernel=bicg,size=large,n=768,threads=8,runtime_sec=0.000365"
polybench_style,bicg,large,16,baseline,0.000434,0.004839420318603516,0.00042;0.00044;0.000434,"kernel=bicg,size=large,n=768,threads=16,runtime_sec=0.000434"
polybench_style,bicg,large,16,optimized,0.000403,0.004793405532836914,0.000402;0.000403;0.000407,"kernel=bicg,size=large,n=768,threads=16,runtime_sec=0.000407"
polybench_style,mvt,small,1,baseline,0.000131,0.0028450489044189453,0.00014;0.000126;0.000131,"kernel=mvt,size=small,n=256,threads=1,runtime_sec=0.000131"
polybench_style,mvt,small,1,optimized,0.000114,0.0027723312377929688,0.000114;0.000112;0.000114,"kernel=mvt,size=small,n=256,threads=1,runtime_sec=0.000114"
polybench_style,mvt,small,2,baseline,7.4e-05,0.002840757369995117,7.7e-05;7.4e-05;7.3e-05,"kernel=mvt,size=small,n=256,threads=2,runtime_sec=0.000073"
polybench_style,mvt,small,2,optimized,7.3e-05,0.002806425094604492,7.5e-05;7.3e-05;6.6e-05,"kernel=mvt,size=small,n=256,threads=2,runtime_sec=0.000066"
polybench_style,mvt,small,4,baseline,5.8e-05,0.002893209457397461,5e-05;6.1e-05;5.8e-05,"kernel=mvt,size=small,n=256,threads=4,runtime_sec=0.000058"
polybench_style,mvt,small,4,optimized,4.6e-05,0.0029289722442626953,4.6e-05;4.9e-05;4.5e-05,"kernel=mvt,size=small,n=256,threads=4,runtime_sec=0.000045"
polybench_style,mvt,small,8,baseline,9.6e-05,0.0033254623413085938,9.6e-05;9.5e-05;9.6e-05,"kernel=mvt,size=small,n=256,threads=8,runtime_sec=0.000096"
polybench_style,mvt,small,8,optimized,8.9e-05,0.0033020973205566406,8.9e-05;7.4e-05;0.000108,"kernel=mvt,size=small,n=256,threads=8,runtime_sec=0.000108"
polybench_style,mvt,small,16,baseline,0.000123,0.004014730453491211,0.000123;0.000127;0.000114,"kernel=mvt,size=small,n=256,threads=16,runtime_sec=0.000114"
polybench_style,mvt,small,16,optimized,0.000119,0.0040280818939208984,0.000119;0.00011;0.000124,"kernel=mvt,size=small,n=256,threads=16,runtime_sec=0.000124"
polybench_style,mvt,standard,1,baseline,0.00051,0.004181861877441406,0.000509;0.000518;0.00051,"kernel=mvt,size=standard,n=512,threads=1,runtime_sec=0.000510"
polybench_style,mvt,standard,1,optimized,0.000481,0.004001140594482422,0.000493;0.00048;0.000481,"kernel=mvt,size=standard,n=512,threads=1,runtime_sec=0.000481"
polybench_style,mvt,standard,2,baseline,0.000295,0.0035920143127441406,0.000295;0.000297;0.000295,"kernel=mvt,size=standard,n=512,threads=2,runtime_sec=0.000295"
polybench_style,mvt,standard,2,optimized,0.000274,0.003544330596923828,0.000274;0.00027;0.00028,"kernel=mvt,size=standard,n=512,threads=2,runtime_sec=0.000280"
polybench_style,mvt,standard,4,baseline,0.000212,0.0033109188079833984,0.000212;0.000168;0.000215,"kernel=mvt,size=standard,n=512,threads=4,runtime_sec=0.000215"
polybench_style,mvt,standard,4,optimized,0.000165,0.003381013870239258,0.000173;0.000164;0.000165,"kernel=mvt,size=standard,n=512,threads=4,runtime_sec=0.000165"
polybench_style,mvt,standard,8,baseline,0.000163,0.0035657882690429688,0.00013;0.000163;0.000167,"kernel=mvt,size=standard,n=512,threads=8,runtime_sec=0.000167"
polybench_style,mvt,standard,8,optimized,0.000157,0.003598928451538086,0.000157;0.000154;0.000157,"kernel=mvt,size=standard,n=512,threads=8,runtime_sec=0.000157"
polybench_style,mvt,standard,16,baseline,0.000174,0.0043277740478515625,0.000184;0.00017;0.000174,"kernel=mvt,size=standard,n=512,threads=16,runtime_sec=0.000174"
polybench_style,mvt,standard,16,optimized,0.000185,0.004239082336425781,0.000169;0.0002;0.000185,"kernel=mvt,size=standard,n=512,threads=16,runtime_sec=0.000185"
polybench_style,mvt,large,1,baseline,0.001167,0.0061910152435302734,0.001169;0.001167;0.001166,"kernel=mvt,size=large,n=768,threads=1,runtime_sec=0.001166"
polybench_style,mvt,large,1,optimized,0.001126,0.005890369415283203,0.001126;0.001127;0.001125,"kernel=mvt,size=large,n=768,threads=1,runtime_sec=0.001125"
polybench_style,mvt,large,2,baseline,0.000643,0.004693746566772461,0.000643;0.000642;0.000643,"kernel=mvt,size=large,n=768,threads=2,runtime_sec=0.000643"
polybench_style,mvt,large,2,optimized,0.000629,0.0046765804290771484,0.000629;0.000619;0.000632,"kernel=mvt,size=large,n=768,threads=2,runtime_sec=0.000632"
polybench_style,mvt,large,4,baseline,0.000363,0.004080533981323242,0.000363;0.000353;0.000368,"kernel=mvt,size=large,n=768,threads=4,runtime_sec=0.000368"
polybench_style,mvt,large,4,optimized,0.000351,0.004019498825073242,0.000351;0.00036;0.000351,"kernel=mvt,size=large,n=768,threads=4,runtime_sec=0.000351"
polybench_style,mvt,large,8,baseline,0.000408,0.004332780838012695,0.000396;0.000492;0.000408,"kernel=mvt,size=large,n=768,threads=8,runtime_sec=0.000408"
polybench_style,mvt,large,8,optimized,0.000376,0.004206180572509766,0.000376;0.000371;0.000382,"kernel=mvt,size=large,n=768,threads=8,runtime_sec=0.000382"
polybench_style,mvt,large,16,baseline,0.000439,0.0049054622650146484,0.000452;0.000439;0.000433,"kernel=mvt,size=large,n=768,threads=16,runtime_sec=0.000433"
polybench_style,mvt,large,16,optimized,0.000404,0.004830598831176758,0.000404;0.000429;0.0004,"kernel=mvt,size=large,n=768,threads=16,runtime_sec=0.000400"
polybench_style,gemver,small,1,baseline,0.000126,0.0028409957885742188,0.000126;0.000126;0.000126,"kernel=gemver,size=small,n=256,threads=1,runtime_sec=0.000126"
polybench_style,gemver,small,1,optimized,0.000113,0.0027434825897216797,0.000114;0.000113;0.000113,"kernel=gemver,size=small,n=256,threads=1,runtime_sec=0.000113"
polybench_style,gemver,small,2,baseline,7.4e-05,0.0028018951416015625,7.4e-05;7.4e-05;7.5e-05,"kernel=gemver,size=small,n=256,threads=2,runtime_sec=0.000075"
polybench_style,gemver,small,2,optimized,6.6e-05,0.0028061866760253906,6.6e-05;6.6e-05;7.1e-05,"kernel=gemver,size=small,n=256,threads=2,runtime_sec=0.000071"
polybench_style,gemver,small,4,baseline,5.2e-05,0.002851247787475586,5.2e-05;5e-05;5.6e-05,"kernel=gemver,size=small,n=256,threads=4,runtime_sec=0.000056"
polybench_style,gemver,small,4,optimized,4.7e-05,0.0029249191284179688,4.6e-05;4.7e-05;4.9e-05,"kernel=gemver,size=small,n=256,threads=4,runtime_sec=0.000049"
polybench_style,gemver,small,8,baseline,8.8e-05,0.003313779830932617,8.8e-05;9.8e-05;8.3e-05,"kernel=gemver,size=small,n=256,threads=8,runtime_sec=0.000083"
polybench_style,gemver,small,8,optimized,7.8e-05,0.0032494068145751953,8.8e-05;6.2e-05;7.8e-05,"kernel=gemver,size=small,n=256,threads=8,runtime_sec=0.000078"
polybench_style,gemver,small,16,baseline,0.00011,0.0040132999420166016,0.000114;0.000109;0.00011,"kernel=gemver,size=small,n=256,threads=16,runtime_sec=0.000110"
polybench_style,gemver,small,16,optimized,0.000117,0.004099845886230469,0.000114;0.000121;0.000117,"kernel=gemver,size=small,n=256,threads=16,runtime_sec=0.000117"
polybench_style,gemver,standard,1,baseline,0.000508,0.00406646728515625,0.000508;0.000507;0.000508,"kernel=gemver,size=standard,n=512,threads=1,runtime_sec=0.000508"
polybench_style,gemver,standard,1,optimized,0.00048,0.0039670467376708984,0.00048;0.00048;0.00048,"kernel=gemver,size=standard,n=512,threads=1,runtime_sec=0.000480"
polybench_style,gemver,standard,2,baseline,0.000293,0.003583669662475586,0.000293;0.000297;0.000289,"kernel=gemver,size=standard,n=512,threads=2,runtime_sec=0.000289"
polybench_style,gemver,standard,2,optimized,0.000272,0.003559112548828125,0.000272;0.000277;0.000271,"kernel=gemver,size=standard,n=512,threads=2,runtime_sec=0.000271"
polybench_style,gemver,standard,4,baseline,0.000211,0.003387451171875,0.000207;0.000218;0.000211,"kernel=gemver,size=standard,n=512,threads=4,runtime_sec=0.000211"
polybench_style,gemver,standard,4,optimized,0.000165,0.003332376480102539,0.000162;0.000168;0.000165,"kernel=gemver,size=standard,n=512,threads=4,runtime_sec=0.000165"
polybench_style,gemver,standard,8,baseline,0.00016,0.0036134719848632812,0.000168;0.00016;0.000129,"kernel=gemver,size=standard,n=512,threads=8,runtime_sec=0.000129"
polybench_style,gemver,standard,8,optimized,0.000163,0.003609180450439453,0.000158;0.00022;0.000163,"kernel=gemver,size=standard,n=512,threads=8,runtime_sec=0.000163"
polybench_style,gemver,standard,16,baseline,0.000177,0.004313230514526367,0.000236;0.000162;0.000177,"kernel=gemver,size=standard,n=512,threads=16,runtime_sec=0.000177"
polybench_style,gemver,standard,16,optimized,0.000174,0.004343271255493164,0.000174;0.000136;0.000176,"kernel=gemver,size=standard,n=512,threads=16,runtime_sec=0.000176"
polybench_style,gemver,large,1,baseline,0.001207,0.006283283233642578,0.001207;0.001172;0.001212,"kernel=gemver,size=large,n=768,threads=1,runtime_sec=0.001212"
polybench_style,gemver,large,1,optimized,0.00113,0.005979299545288086,0.001129;0.001175;0.00113,"kernel=gemver,size=large,n=768,threads=1,runtime_sec=0.001130"
polybench_style,gemver,large,2,baseline,0.000649,0.00465846061706543,0.000649;0.00065;0.000646,"kernel=gemver,size=large,n=768,threads=2,runtime_sec=0.000646"
polybench_style,gemver,large,2,optimized,0.000631,0.0047070980072021484,0.000631;0.000633;0.000626,"kernel=gemver,size=large,n=768,threads=2,runtime_sec=0.000626"
polybench_style,gemver,large,4,baseline,0.000367,0.003992795944213867,0.000367;0.000351;0.00038,"kernel=gemver,size=large,n=768,threads=4,runtime_sec=0.000380"
polybench_style,gemver,large,4,optimized,0.000354,0.003989696502685547,0.000343;0.000354;0.000355,"kernel=gemver,size=large,n=768,threads=4,runtime_sec=0.000355"
polybench_style,gemver,large,8,baseline,0.000307,0.004063606262207031,0.000406;0.000299;0.000307,"kernel=gemver,size=large,n=768,threads=8,runtime_sec=0.000307"
polybench_style,gemver,large,8,optimized,0.000293,0.004077911376953125,0.000293;0.000257;0.00038,"kernel=gemver,size=large,n=768,threads=8,runtime_sec=0.000380"
polybench_style,gemver,large,16,baseline,0.000419,0.004828453063964844,0.00041;0.000419;0.00047,"kernel=gemver,size=large,n=768,threads=16,runtime_sec=0.000470"
polybench_style,gemver,large,16,optimized,0.000403,0.004830837249755859,0.000403;0.000417;0.000389,"kernel=gemver,size=large,n=768,threads=16,runtime_sec=0.000389"
polybench_style,gesummv,small,1,baseline,0.00013,0.002917051315307617,0.000131;0.00013;0.000126,"kernel=gesummv,size=small,n=256,threads=1,runtime_sec=0.000126"
polybench_style,gesummv,small,1,optimized,0.000114,0.0027713775634765625,0.000118;0.000114;0.000113,"kernel=gesummv,size=small,n=256,threads=1,runtime_sec=0.000113"
polybench_style,gesummv,small,2,baseline,7.5e-05,0.0028247833251953125,7.6e-05;7.5e-05;7.5e-05,"kernel=gesummv,size=small,n=256,threads=2,runtime_sec=0.000075"
polybench_style,gesummv,small,2,optimized,6.7e-05,0.0028107166290283203,6.5e-05;6.8e-05;6.7e-05,"kernel=gesummv,size=small,n=256,threads=2,runtime_sec=0.000067"
polybench_style,gesummv,small,4,baseline,5.7e-05,0.00286865234375,5.9e-05;5.1e-05;5.7e-05,"kernel=gesummv,size=small,n=256,threads=4,runtime_sec=0.000057"
polybench_style,gesummv,small,4,optimized,5.3e-05,0.0029058456420898438,4.5e-05;6.5e-05;5.3e-05,"kernel=gesummv,size=small,n=256,threads=4,runtime_sec=0.000053"
polybench_style,gesummv,small,8,baseline,8.6e-05,0.003313779830932617,8.5e-05;8.8e-05;8.6e-05,"kernel=gesummv,size=small,n=256,threads=8,runtime_sec=0.000086"
polybench_style,gesummv,small,8,optimized,7.6e-05,0.0033130645751953125,9e-05;7.4e-05;7.6e-05,"kernel=gesummv,size=small,n=256,threads=8,runtime_sec=0.000076"
polybench_style,gesummv,small,16,baseline,0.000117,0.004029750823974609,0.000117;0.000117;0.000124,"kernel=gesummv,size=small,n=256,threads=16,runtime_sec=0.000124"
polybench_style,gesummv,small,16,optimized,0.00012,0.0039827823638916016,0.000123;0.00012;0.000118,"kernel=gesummv,size=small,n=256,threads=16,runtime_sec=0.000118"
polybench_style,gesummv,standard,1,baseline,0.000508,0.004115104675292969,0.000508;0.000508;0.000507,"kernel=gesummv,size=standard,n=512,threads=1,runtime_sec=0.000507"
polybench_style,gesummv,standard,1,optimized,0.00048,0.004045963287353516,0.000482;0.00048;0.00048,"kernel=gesummv,size=standard,n=512,threads=1,runtime_sec=0.000480"
polybench_style,gesummv,standard,2,baseline,0.000293,0.003557920455932617,0.000293;0.000299;0.000293,"kernel=gesummv,size=standard,n=512,threads=2,runtime_sec=0.000293"
polybench_style,gesummv,standard,2,optimized,0.000276,0.003521442413330078,0.000273;0.000276;0.000279,"kernel=gesummv,size=standard,n=512,threads=2,runtime_sec=0.000279"
polybench_style,gesummv,standard,4,baseline,0.000176,0.0033347606658935547,0.000176;0.000217;0.000174,"kernel=gesummv,size=standard,n=512,threads=4,runtime_sec=0.000174"
polybench_style,gesummv,standard,4,optimized,0.00017,0.0033423900604248047,0.000169;0.000173;0.00017,"kernel=gesummv,size=standard,n=512,threads=4,runtime_sec=0.000170"
polybench_style,gesummv,standard,8,baseline,0.000155,0.003648996353149414,0.000132;0.000167;0.000155,"kernel=gesummv,size=standard,n=512,threads=8,runtime_sec=0.000155"
polybench_style,gesummv,standard,8,optimized,0.000169,0.003607034683227539,0.000153;0.000174;0.000169,"kernel=gesummv,size=standard,n=512,threads=8,runtime_sec=0.000169"
polybench_style,gesummv,standard,16,baseline,0.000187,0.004292488098144531,0.000184;0.000187;0.00019,"kernel=gesummv,size=standard,n=512,threads=16,runtime_sec=0.000190"
polybench_style,gesummv,standard,16,optimized,0.000174,0.004273176193237305,0.000174;0.000174;0.000177,"kernel=gesummv,size=standard,n=512,threads=16,runtime_sec=0.000177"
polybench_style,gesummv,large,1,baseline,0.001217,0.006256103515625,0.001217;0.001177;0.001217,"kernel=gesummv,size=large,n=768,threads=1,runtime_sec=0.001217"
polybench_style,gesummv,large,1,optimized,0.001148,0.0059814453125,0.001134;0.001174;0.001148,"kernel=gesummv,size=large,n=768,threads=1,runtime_sec=0.001148"
polybench_style,gesummv,large,2,baseline,0.00065,0.004646778106689453,0.00065;0.000678;0.000649,"kernel=gesummv,size=large,n=768,threads=2,runtime_sec=0.000649"
polybench_style,gesummv,large,2,optimized,0.000625,0.0047359466552734375,0.000622;0.00063;0.000625,"kernel=gesummv,size=large,n=768,threads=2,runtime_sec=0.000625"
polybench_style,gesummv,large,4,baseline,0.000367,0.00405120849609375,0.000363;0.000367;0.000374,"kernel=gesummv,size=large,n=768,threads=4,runtime_sec=0.000374"
polybench_style,gesummv,large,4,optimized,0.000375,0.004035472869873047,0.000366;0.000375;0.000378,"kernel=gesummv,size=large,n=768,threads=4,runtime_sec=0.000378"
polybench_style,gesummv,large,8,baseline,0.000283,0.00410771369934082,0.000283;0.000239;0.000317,"kernel=gesummv,size=large,n=768,threads=8,runtime_sec=0.000317"
polybench_style,gesummv,large,8,optimized,0.000358,0.004231929779052734,0.000352;0.000371;0.000358,"kernel=gesummv,size=large,n=768,threads=8,runtime_sec=0.000358"
polybench_style,gesummv,large,16,baseline,0.000459,0.004884958267211914,0.000432;0.000459;0.000482,"kernel=gesummv,size=large,n=768,threads=16,runtime_sec=0.000482"
polybench_style,gesummv,large,16,optimized,0.000396,0.00480341911315918,0.000396;0.000411;0.000391,"kernel=gesummv,size=large,n=768,threads=16,runtime_sec=0.000391"
polybench_style,durbin,small,1,baseline,0.001663,0.0041697025299072266,0.001663;0.001665;0.001663,"kernel=durbin,size=small,n=256,threads=1,runtime_sec=0.001663"
polybench_style,durbin,small,1,optimized,0.00159,0.004036903381347656,0.00159;0.001589;0.00159,"kernel=durbin,size=small,n=256,threads=1,runtime_sec=0.001590"
polybench_style,durbin,small,2,baseline,0.001678,0.004303455352783203,0.001677;0.00169;0.001678,"kernel=durbin,size=small,n=256,threads=2,runtime_sec=0.001678"
polybench_style,durbin,small,2,optimized,0.001607,0.004232645034790039,0.001607;0.001638;0.001591,"kernel=durbin,size=small,n=256,threads=2,runtime_sec=0.001591"
polybench_style,durbin,small,4,baseline,0.001663,0.004462242126464844,0.001663;0.001665;0.001663,"kernel=durbin,size=small,n=256,threads=4,runtime_sec=0.001663"
polybench_style,durbin,small,4,optimized,0.001608,0.004402875900268555,0.001591;0.001608;0.001618,"kernel=durbin,size=small,n=256,threads=4,runtime_sec=0.001618"
polybench_style,durbin,small,8,baseline,0.001665,0.004806995391845703,0.001675;0.001665;0.001663,"kernel=durbin,size=small,n=256,threads=8,runtime_sec=0.001663"
polybench_style,durbin,small,8,optimized,0.001605,0.004745006561279297,0.001605;0.00161;0.001604,"kernel=durbin,size=small,n=256,threads=8,runtime_sec=0.001604"
polybench_style,durbin,small,16,baseline,0.001664,0.00551295280456543,0.001664;0.001682;0.001664,"kernel=durbin,size=small,n=256,threads=16,runtime_sec=0.001664"
polybench_style,durbin,small,16,optimized,0.001591,0.005432844161987305,0.001591;0.001625;0.001591,"kernel=durbin,size=small,n=256,threads=16,runtime_sec=0.001591"
polybench_style,durbin,standard,1,baseline,0.006602,0.009068965911865234,0.006589;0.00663;0.006602,"kernel=durbin,size=standard,n=512,threads=1,runtime_sec=0.006602"
polybench_style,durbin,standard,1,optimized,0.006301,0.008712291717529297,0.006301;0.006305;0.005251,"kernel=durbin,size=standard,n=512,threads=1,runtime_sec=0.005251"
polybench_style,durbin,standard,2,baseline,0.006597,0.009205818176269531,0.006597;0.005701;0.006604,"kernel=durbin,size=standard,n=512,threads=2,runtime_sec=0.006604"
polybench_style,durbin,standard,2,optimized,0.0063,0.008928060531616211,0.0063;0.0063;0.00632,"kernel=durbin,size=standard,n=512,threads=2,runtime_sec=0.006320"
polybench_style,durbin,standard,4,baseline,0.006585,0.009307622909545898,0.00661;0.006585;0.005084,"kernel=durbin,size=standard,n=512,threads=4,runtime_sec=0.005084"
polybench_style,durbin,standard,4,optimized,0.006307,0.009069204330444336,0.006093;0.006311;0.006307,"kernel=durbin,size=standard,n=512,threads=4,runtime_sec=0.006307"
polybench_style,durbin,standard,8,baseline,0.006601,0.009781122207641602,0.006601;0.006604;0.0066,"kernel=durbin,size=standard,n=512,threads=8,runtime_sec=0.006600"
polybench_style,durbin,standard,8,optimized,0.006257,0.009415149688720703,0.006226;0.006257;0.006304,"kernel=durbin,size=standard,n=512,threads=8,runtime_sec=0.006304"
polybench_style,durbin,standard,16,baseline,0.006589,0.010335445404052734,0.006589;0.006611;0.006578,"kernel=durbin,size=standard,n=512,threads=16,runtime_sec=0.006578"
polybench_style,durbin,standard,16,optimized,0.006307,0.009908199310302734,0.004501;0.00632;0.006307,"kernel=durbin,size=standard,n=512,threads=16,runtime_sec=0.006307"
polybench_style,durbin,large,1,baseline,0.013281,0.01573967933654785,0.013075;0.014773;0.013281,"kernel=durbin,size=large,n=768,threads=1,runtime_sec=0.013281"
polybench_style,durbin,large,1,optimized,0.013139,0.015331268310546875,0.01322;0.012961;0.013139,"kernel=durbin,size=large,n=768,threads=1,runtime_sec=0.013139"
polybench_style,durbin,large,2,baseline,0.01403,0.016681909561157227,0.01403;0.012991;0.014361,"kernel=durbin,size=large,n=768,threads=2,runtime_sec=0.014361"
polybench_style,durbin,large,2,optimized,0.012946,0.015503883361816406,0.012598;0.013204;0.012946,"kernel=durbin,size=large,n=768,threads=2,runtime_sec=0.012946"
polybench_style,durbin,large,4,baseline,0.013345,0.015735149383544922,0.013345;0.014097;0.013051,"kernel=durbin,size=large,n=768,threads=4,runtime_sec=0.013051"
polybench_style,durbin,large,4,optimized,0.013421,0.015783309936523438,0.01372;0.012747;0.013421,"kernel=durbin,size=large,n=768,threads=4,runtime_sec=0.013421"
polybench_style,durbin,large,8,baseline,0.014079,0.01704263687133789,0.014079;0.012919;0.014161,"kernel=durbin,size=large,n=768,threads=8,runtime_sec=0.014161"
polybench_style,durbin,large,8,optimized,0.012912,0.015989303588867188,0.012912;0.012883;0.014114,"kernel=durbin,size=large,n=768,threads=8,runtime_sec=0.014114"
polybench_style,durbin,large,16,baseline,0.012983,0.016318559646606445,0.012372;0.01387;0.012983,"kernel=durbin,size=large,n=768,threads=16,runtime_sec=0.012983"
polybench_style,durbin,large,16,optimized,0.009492,0.012115955352783203,0.008848;0.011514;0.009492,"kernel=durbin,size=large,n=768,threads=16,runtime_sec=0.009492"
